Fuuma no Kojirou: Yasha-hen,OVA,4001,"Action,",https://myanimelist.cdn-dena.com/images/anime/10/30871.jpg
009-1: R&B,NULL,NULL,NULL,NULL
Ahare! Meisaku-kun,NULL,NULL,NULL,NULL
Ahare! Meisaku-kun: Meiji Saite Oishii Mozzarella,NULL,NULL,NULL,NULL
A Kite,OVA,-1,"Action,Hentai,Police,Drama,",https://myanimelist.cdn-dena.com/images/anime/5/85959.jpg
A Piece of Phantasmagoria,OVA,6124,"Fantasy,Kids,",https://myanimelist.cdn-dena.com/images/anime/11/13316.jpg
A Play,Type:,8507,"Music,",https://myanimelist.cdn-dena.com/images/anime/5/71786.jpg
A Smart Experiment,Special,8764,"Dementia,",https://myanimelist.cdn-dena.com/images/anime/10/72286.jpg
A-Channel,TV,3317,"Comedy,School,Seinen,Slice of Life,",https://myanimelist.cdn-dena.com/images/anime/5/29687.jpg
A-Channel+smile,OVA,2709,"Comedy,School,Seinen,Slice of Life,",https://myanimelist.cdn-dena.com/images/anime/12/35321.jpg
A-Channel: +A-Channel,Special,3355,"Comedy,School,Slice of Life,Seinen,",https://myanimelist.cdn-dena.com/images/anime/9/29573.jpg
A-Channel: Nabe wo Tabeyou,Special,-1,"Comedy,School,Seinen,Slice of Life,",https://myanimelist.cdn-dena.com/images/anime/9/84989.jpg
A-Girl,OVA,7835,"Music,Romance,School,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/12/82178.jpg
A-jang.com,TV,7118,"Fantasy,",https://myanimelist.cdn-dena.com/images/anime/2/26117.jpg
A-Ko The Versus,OVA,5626,"Action,Adventure,Comedy,Romance,Sci-Fi,Super Power,",https://myanimelist.cdn-dena.com/images/anime/2/41427.jpg
A-Size Classmate,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/4/78826.jpg
A.D. Police (TV),TV,6651,"Action,Mecha,Sci-Fi,Shounen,",https://myanimelist.cdn-dena.com/images/anime/2/15440.jpg
A.F,Special,8586,"Action,Mecha,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/7/9489.jpg
A.LI.CE,Movie,8071,"Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/10/5762.jpg
Aa Harimanada,TV,6476,"Sports,Martial Arts,Seinen,",https://myanimelist.cdn-dena.com/images/anime/10/21286.jpg
Aa! Megami-sama!,OVA,1989,"Comedy,Magic,Romance,Seinen,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/11/71215.jpg
Action Heroine Cheer Fruits,TV,6925,"Slice of Life,Comedy,School,",https://myanimelist.cdn-dena.com/images/anime/12/86741.jpg
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,TV,7023,"Comedy,Mecha,Police,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/3/77977.jpg
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,TV,5255,"Sci-Fi,Comedy,Police,Mecha,",https://myanimelist.cdn-dena.com/images/anime/2/80341.jpg
Ad Lib Anime Kenkyuujo,TV,7143,"Comedy,",https://myanimelist.cdn-dena.com/images/anime/7/33869.jpg
AD Police,OVA,5627,"Adventure,Police,Psychological,Mecha,Dementia,Thriller,Mystery,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/13/2851.jpg
Adachi-ga Hara,Movie,6801,"Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/13/81675.jpg
Adesugata Mahou no Sannin Musume,OVA,7818,"Magic,Comedy,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/9/56177.jpg
Advancer Tina,OVA,-1,"Space,Hentai,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/2/85963.jpg
Adventures in Beauty Wonderland,Movie,8671,"Dementia,",https://myanimelist.cdn-dena.com/images/anime/2/71884.jpg
Aesop Douwa,OVA,8769,,https://myanimelist.cdn-dena.com/images/anime/3/86238.jpg
Aesop's World,TV,7411,"Kids,",https://myanimelist.cdn-dena.com/images/anime/8/72148.jpg
Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,OVA,8770,"Historical,Kids,",https://myanimelist.cdn-dena.com/images/anime/3/66027.jpg
Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,OVA,8771,"Historical,Kids,",https://myanimelist.cdn-dena.com/images/anime/4/66025.jpg
Africa no Salaryman,ONA,8772,"Comedy,",https://myanimelist.cdn-dena.com/images/anime/3/87132.jpg
Afro Samurai,TV,1922,"Action,Adventure,Samurai,",https://myanimelist.cdn-dena.com/images/anime/3/15874.jpg
Ai Mai! Moe Can Change!,OVA,7611,"Comedy,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/11/39157.jpg
Ai Monogatari: 9 Love Stories,OVA,4235,"Drama,Romance,",https://myanimelist.cdn-dena.com/images/anime/5/2646.jpg
Area 88,OVA,1242,"Action,Military,Adventure,Drama,Romance,",https://myanimelist.cdn-dena.com/images/anime/11/2856.jpg
Fuurinkanzan,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/7/52371.jpg
Fuusen Inu Tinny,TV,9326,"Adventure,Kids,",https://myanimelist.cdn-dena.com/images/anime/10/66013.jpg
Fuusen Inu Tinny 2nd Season,TV,9327,"Adventure,Kids,",https://myanimelist.cdn-dena.com/images/anime/3/76252.jpg
Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,Movie,9328,"Adventure,Kids,",https://myanimelist.cdn-dena.com/images/anime/3/83801.jpg
Fuusen no Doratarou,TV,9329,"Kids,",https://myanimelist.cdn-dena.com/images/anime/12/77385.jpg
Fuusen Shoujo Temple-chan,TV,5485,"Adventure,Comedy,Kids,",https://myanimelist.cdn-dena.com/images/anime/2/53883.jpg
Fuusen Shoujo Temple-chan Movie,Movie,9330,"Adventure,Comedy,Kids,Music,",https://myanimelist.cdn-dena.com/images/anime/8/73288.jpg
Fuuun Ishin Daiâ˜†Shogun,TV,7328,"Action,Historical,Mecha,",https://myanimelist.cdn-dena.com/images/anime/7/60333.jpg
Fuyu no Hi,Movie,6248,"Historical,",https://myanimelist.cdn-dena.com/images/anime/8/5077.jpg
Fuyu no Semi,OVA,-1,"Drama,Historical,Romance,Samurai,Yaoi,",https://myanimelist.cdn-dena.com/images/anime/1/2443.jpg
Fuyu no Semi Special,OVA,-1,"Action,Military,Historical,Drama,Samurai,Yaoi,",https://myanimelist.cdn-dena.com/images/anime/9/27755.jpg
Fuyu no Yoru no Ohanashi,Type:,8174,"Kids,Slice of Life,Music,",https://myanimelist.cdn-dena.com/images/anime/4/23900.jpg
Fuyuyasumi da. Zenin Shuugou!,OVA,9331,"Kids,",https://myanimelist.cdn-dena.com/images/anime/10/84976.jpg
Fw:Hamatora,Movie,2686,"Mystery,Comedy,Super Power,",https://myanimelist.cdn-dena.com/images/anime/12/76832.jpg
Air Gear,TV,1150,"Action,Comedy,Ecchi,Shounen,Sports,",https://myanimelist.cdn-dena.com/images/anime/11/18227.jpg
Air Gear Special,Special,1924,"Sports,Shounen,",https://myanimelist.cdn-dena.com/images/anime/7/6737.jpg
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,OVA,960,"Action,Comedy,Ecchi,Shounen,Sports,",https://myanimelist.cdn-dena.com/images/anime/8/74158.jpg
Air in Summer,Special,1796,"Romance,Supernatural,Comedy,Historical,Drama,",https://myanimelist.cdn-dena.com/images/anime/2/82726.jpg
Air Master,TV,3032,"Action,Comedy,Martial Arts,Seinen,",https://myanimelist.cdn-dena.com/images/anime/2/21019.jpg
Air Movie,Movie,2119,"Drama,Romance,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/10/26507.jpg
Airy Me,Type:,5867,"Dementia,Drama,Horror,Music,",https://myanimelist.cdn-dena.com/images/anime/7/78635.jpg
Aisai Nikki,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/11/36725.jpg
Aishen Qiaokeli-ing...,ONA,2593,"Comedy,Harem,Romance,School,",https://myanimelist.cdn-dena.com/images/anime/6/78011.jpg
Aishite Knight,TV,4406,"Comedy,Romance,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/7/30629.jpg
Aishiteruze Babyâ˜…â˜…,TV,1393,"Comedy,Drama,Romance,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/2/69665.jpg
Aisubeki Mirai e,Type:,5591,"Music,",https://myanimelist.cdn-dena.com/images/anime/5/19058.jpg
Aitata Bocchi,Special,8790,"Dementia,Drama,",https://myanimelist.cdn-dena.com/images/anime/9/83551.jpg
Aitsu to Lullaby: Suiyobi no Cinderella,Movie,6872,"Romance,Drama,Shounen,",https://myanimelist.cdn-dena.com/images/anime/5/69915.jpg
AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,TV,4276,"Adventure,Fantasy,Kids,",https://myanimelist.cdn-dena.com/images/anime/3/65297.jpg
Aiura,TV,4194,"Comedy,School,Shounen,Slice of Life,",https://myanimelist.cdn-dena.com/images/anime/4/60699.jpg
Ajimu: Kaigan Monogatari,ONA,5542,"Comedy,Drama,Romance,School,",https://myanimelist.cdn-dena.com/images/anime/12/10174.jpg
Akame ga Kill! Theater,ONA,4528,"Comedy,",https://myanimelist.cdn-dena.com/images/anime/6/64537.jpg
Akane Maniax,OVA,7324,"Comedy,Mecha,Romance,",https://myanimelist.cdn-dena.com/images/anime/6/5237.jpg
Akane-chan,TV,8796,"Slice of Life,Comedy,School,",https://myanimelist.cdn-dena.com/images/anime/12/72149.jpg
Akaneiro ni Somaru Saka,TV,4825,"Comedy,Harem,Romance,School,",https://myanimelist.cdn-dena.com/images/anime/9/21525.jpg
Akaneiro ni Somaru Saka: Hardcore,Special,5335,"Comedy,Ecchi,Harem,Romance,",https://myanimelist.cdn-dena.com/images/anime/11/12090.jpg
Akaoni to Aooni no Tango,Type:,8237,"Music,",https://myanimelist.cdn-dena.com/images/anime/13/63883.jpg
Akatsuki no Yona,TV,301,"Action,Adventure,Comedy,Fantasy,Romance,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/9/64225.jpg
Akatsuki no Yona OVA,OVA,407,"Action,Comedy,Fantasy,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/8/75974.jpg
Akazukin Chacha,TV,1673,"Adventure,Comedy,Fantasy,Magic,Romance,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/8/2792.jpg
Akazukin Chacha OVA,OVA,2745,"Comedy,Fantasy,Magic,",https://myanimelist.cdn-dena.com/images/anime/4/23206.jpg
Akazukin Chanto Manabou! Koutsuu Rule,OVA,8797,"Drama,Kids,",https://myanimelist.cdn-dena.com/images/anime/9/74430.jpg
Akazukin to Kenkou,OVA,7863,"Comedy,",https://myanimelist.cdn-dena.com/images/anime/6/72846.jpg
AKB0048,TV,1512,"Music,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/3/74157.jpg
AKB0048: Next Stage,TV,852,"Music,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/11/44450.jpg
AKB48 Stage Fighter,Special,8012,"Action,",https://myanimelist.cdn-dena.com/images/anime/12/71667.jpg
Akebi no Hana: Maho,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/8/29328.jpg
Aki no Kanade,Movie,2824,"Slice of Life,Music,School,",https://myanimelist.cdn-dena.com/images/anime/9/72481.jpg
Aki no Puzzle,Movie,8739,"Dementia,",https://myanimelist.cdn-dena.com/images/anime/10/73763.jpg
Akuma-kun (Movie),Movie,6873,"Adventure,Fantasy,Horror,Magic,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/9/21276.jpg
Akuma-kun: Youkoso Akuma Land e!!,Movie,8809,"Adventure,Fantasy,Horror,Magic,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/12/21277.jpg
Akuu Daisakusen Srungle,TV,5592,"Action,Mecha,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/3/14674.jpg
G-Taste (2010),OVA,-1,"Ecchi,Yuri,",https://myanimelist.cdn-dena.com/images/anime/10/61779.jpg
G.T.R G-cup Teacher Rei,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/8/51369.jpg
Ga no Iru Tokoro,Movie,8619,"Dementia,",https://myanimelist.cdn-dena.com/images/anime/7/59753.jpg
Ga-Rei: Zero,TV,968,"Action,Super Power,Supernatural,Thriller,",https://myanimelist.cdn-dena.com/images/anime/9/11355.jpg
GA: Geijutsuka Art Design Class,TV,2648,"Slice of Life,Comedy,School,Seinen,",https://myanimelist.cdn-dena.com/images/anime/7/56975.jpg
GA: Geijutsuka Art Design Class OVA,OVA,2794,"Slice of Life,Comedy,School,Seinen,",https://myanimelist.cdn-dena.com/images/anime/6/16229.jpg
Gabriel DropOut,TV,1348,"Comedy,Supernatural,School,Shounen,",https://myanimelist.cdn-dena.com/images/anime/9/82590.jpg
Gabriel DropOut Specials,Special,942,"Comedy,Supernatural,School,Shounen,",https://myanimelist.cdn-dena.com/images/anime/6/84676.jpg
Gad Guard,TV,4203,"Adventure,Mecha,Sci-Fi,Shounen,",https://myanimelist.cdn-dena.com/images/anime/5/12863.jpg
Gaegujang-i Cheonsadeul,Movie,9332,"Kids,Adventure,",https://myanimelist.cdn-dena.com/images/anime/8/45174.jpg
Gag Manga Biyori: Jump Festa 2002 Special,Special,5450,"Comedy,",https://myanimelist.cdn-dena.com/images/anime/11/28253.jpg
Gaia Getter A-kun,ONA,9333,"Comedy,Kids,Sci-Fi,Space,",https://myanimelist.cdn-dena.com/images/anime/9/62891.jpg
Gaiking: Legend of Daiku-Maryu,TV,2448,"Action,Mecha,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/13/74215.jpg
Amagi Brilliant Park,TV,1170,"Comedy,Magic,",https://myanimelist.cdn-dena.com/images/anime/5/85435.jpg
Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,Special,2259,"Comedy,",https://myanimelist.cdn-dena.com/images/anime/11/74772.jpg
Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Special,4869,"Comedy,",https://myanimelist.cdn-dena.com/images/anime/4/72011.jpg
Amakano,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/4/82482.jpg
Amanatsu,Movie,6303,"Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/2/26578.jpg
Amanchu!,TV,2121,"Slice of Life,Comedy,School,Shounen,",https://myanimelist.cdn-dena.com/images/anime/6/80810.jpg
Amanchu! Special,OVA,2556,"Slice of Life,Comedy,School,Shounen,",https://myanimelist.cdn-dena.com/images/anime/10/87338.jpg
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/7/55793.jpg
Amatsuki,TV,3444,"Action,Fantasy,Historical,Shoujo,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/12/75555.jpg
Amazing Nuts!,Type:,4612,"Adventure,Police,Romance,Music,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/2/73635.jpg
Ame no Bus Stop-hen,Type:,8472,"Music,",https://myanimelist.cdn-dena.com/images/anime/9/78613.jpg
Ame no Ten Ten,Type:,8819,"Music,",https://myanimelist.cdn-dena.com/images/anime/5/86033.jpg
Ame to Shoujo to Watashi no Tegami,ONA,7144,"Shoujo,",https://myanimelist.cdn-dena.com/images/anime/8/23180.jpg
Ame-iro Cocoa,TV,8498,"Comedy,Slice of Life,",https://myanimelist.cdn-dena.com/images/anime/10/72517.jpg
Ame-iro Cocoa in Hawaii,TV,8499,"Slice of Life,Comedy,",https://myanimelist.cdn-dena.com/images/anime/3/82186.jpg
Amefuri Kozou,OVA,5794,"Supernatural,Fantasy,",https://myanimelist.cdn-dena.com/images/anime/2/54631.jpg
Aneâ˜†Haramix,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/12/18252.jpg
Aneimo,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/9/17338.jpg
Aneki no Kounai Kaikinbi,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/6/36567.jpg
Aneki... My Sweet Elder Sister The Animation,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/5/33715.jpg
Anemone,OVA,4871,"Magic,Supernatural,Drama,",https://myanimelist.cdn-dena.com/images/anime/4/28918.jpg
Ange Vierge,TV,6599,"Adventure,Magic,Fantasy,School,",https://myanimelist.cdn-dena.com/images/anime/11/80684.jpg
Angel,OVA,-1,"Comedy,Hentai,School,",https://myanimelist.cdn-dena.com/images/anime/7/6236.jpg
Angel (Special),Special,7549,"Dementia,",https://myanimelist.cdn-dena.com/images/anime/11/65735.jpg
Angel Beats!,TV,182,"Action,Comedy,Drama,School,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/10/22061.jpg
Angel Beats! Specials,Special,937,"Action,Comedy,Supernatural,School,",https://myanimelist.cdn-dena.com/images/anime/4/25073.jpg
Angel Beats!: Another Epilogue,Special,1270,"Supernatural,Drama,School,",https://myanimelist.cdn-dena.com/images/anime/4/65355.jpg
Angel Blade,OVA,-1,"Action,Demons,Hentai,",https://myanimelist.cdn-dena.com/images/anime/5/31291.jpg
Angel Blade Punish!,OVA,-1,"Adventure,Hentai,Magic,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/5/3662.jpg
Angel Blade: Ultimate Edition - Tokuteneizou,Special,-1,"Sci-Fi,Hentai,",https://myanimelist.cdn-dena.com/images/anime/12/86367.jpg
Angel Cop,OVA,6947,"Action,Sci-Fi,Police,",https://myanimelist.cdn-dena.com/images/anime/8/67603.jpg
Angel Core: Tenshi-tachi no Sumika,OVA,-1,"Action,Mecha,Hentai,Military,Historical,",https://myanimelist.cdn-dena.com/images/anime/13/20007.jpg
Angel Densetsu,OVA,1596,"Action,Comedy,School,",https://myanimelist.cdn-dena.com/images/anime/4/27104.jpg
Angel ga Tonda Hi,Movie,8825,"Slice of Life,Comedy,",https://myanimelist.cdn-dena.com/images/anime/11/59567.jpg
Angelium,OVA,-1,"Hentai,",https://myanimelist.cdn-dena.com/images/anime/13/3199.jpg
Anime Roukyoku Kikou Shimizu no Jirochouden,TV,8835,"Comedy,Historical,Drama,",https://myanimelist.cdn-dena.com/images/anime/4/64125.jpg
Anime Sanjuushi,TV,2519,"Adventure,Drama,Historical,Romance,",https://myanimelist.cdn-dena.com/images/anime/3/61981.jpg
Anime Sanjuushi: Aramis no Bouken,Movie,4323,"Adventure,Historical,Romance,",https://myanimelist.cdn-dena.com/images/anime/6/2601.jpg
Anime Tenchou,OVA,6743,"Action,Parody,",https://myanimelist.cdn-dena.com/images/anime/9/4635.jpg
Anime Tenchou Movie,Movie,7664,"Action,Parody,",https://myanimelist.cdn-dena.com/images/anime/11/27282.jpg
Gaist Crusher,TV,7065,"Action,Fantasy,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/3/53241.jpg
Gake no Ue no Ponyo,Movie,625,"Adventure,Fantasy,",https://myanimelist.cdn-dena.com/images/anime/7/8970.jpg
Gaki Deka,TV,9334,"Comedy,Ecchi,Kids,Parody,Shounen,",https://myanimelist.cdn-dena.com/images/anime/8/61177.jpg
Gaki Deka (OVA),OVA,9335,"Comedy,Ecchi,Kids,Parody,Shounen,",https://myanimelist.cdn-dena.com/images/anime/6/61475.jpg
Gakkatsu!,TV,5152,"Comedy,School,",https://myanimelist.cdn-dena.com/images/anime/8/62295.jpg
Gakkatsu! 2nd Season,TV,5451,"Comedy,School,",https://myanimelist.cdn-dena.com/images/anime/13/46063.jpg
Anime-Gataris,NULL,NULL,NULL,NULL
Gakken ka Nani ka no Mukashi no Video,Special,9336,"Kids,Music,",https://myanimelist.cdn-dena.com/images/anime/5/76382.jpg
Gakkou no Kaidan,TV,1049,"Mystery,Horror,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/9/18360.jpg
Gakkou no Kaidan (OVA),OVA,5039,"Comedy,Horror,Mystery,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/8/65195.jpg
Gakkou no Kaidan Recaps,Special,6395,"Horror,Mystery,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/12/78468.jpg
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Special,3129,"Horror,Mystery,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/2/74184.jpg
Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,TV,9337,"Comedy,Horror,School,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/6/26414.jpg
Answer,Type:,8082,"Music,Supernatural,Vampire,",https://myanimelist.cdn-dena.com/images/anime/7/78630.jpg
Answer (2016),Type:,1797,"Music,Drama,Seinen,",https://myanimelist.cdn-dena.com/images/anime/12/83498.jpg
Antinotice,Type:,7102,"Music,",https://myanimelist.cdn-dena.com/images/anime/9/41871.jpg
Antique Heart,OVA,7494,"Magic,Mystery,School,",https://myanimelist.cdn-dena.com/images/anime/7/56121.jpg
Anyamal Tantei Kiruminzoo,TV,2989,"Magic,Comedy,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/8/74070.jpg
Anygedybudybombom,Type:,8596,"Music,",https://myanimelist.cdn-dena.com/images/anime/12/78614.jpg
Anzen Kakunin: Kenta to Nyanta no Koutsuu Anzen,OVA,8845,"Kids,",https://myanimelist.cdn-dena.com/images/anime/11/84776.jpg
Anzen no Shiteiseki Child Seat,OVA,8846,"Kids,",https://myanimelist.cdn-dena.com/images/anime/6/84784.jpg
Ao Haru Ride,TV,744,"Comedy,Drama,Romance,School,Shoujo,Slice of Life,",https://myanimelist.cdn-dena.com/images/anime/8/64813.jpg
Ao Haru Ride OVA,OVA,991,"Slice of Life,Romance,School,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/9/69517.jpg
Ao no 6-gou,OVA,2891,"Action,Adventure,Mecha,Military,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/3/20750.jpg
Ao no Doumon,OVA,8847,"Kids,Samurai,Historical,Drama,",https://myanimelist.cdn-dena.com/images/anime/7/66223.jpg
Ao no Exorcist,TV,708,"Action,Demons,Fantasy,Shounen,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/10/75195.jpg
Ao no Exorcist Movie,Movie,760,"Action,Demons,Fantasy,Shounen,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/7/42005.jpg
Ao no Exorcist Movie Special,Special,2676,"Parody,Comedy,",https://myanimelist.cdn-dena.com/images/anime/12/61139.jpg
Ao no Exorcist: Kuro no Iede,Special,1881,"Action,Demons,Fantasy,Shounen,Supernatural,",https://myanimelist.cdn-dena.com/images/anime/11/73495.jpg
Aoki Uru,Movie,-1,"Military,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/13/71915.jpg
Aoki Uru: Overture,Special,8853,"Military,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/10/72140.jpg
Aos,Movie,8702,"Fantasy,Dementia,",https://myanimelist.cdn-dena.com/images/anime/13/69011.jpg
Aotenjou no Clown,Type:,8855,"Music,",https://myanimelist.cdn-dena.com/images/anime/6/85646.jpg
AOTU Shijie,ONA,8856,"Action,Sci-Fi,Adventure,Fantasy,",https://myanimelist.cdn-dena.com/images/anime/5/81494.jpg
Aoyama Goushou Tanpenshuu,Special,1952,"Adventure,Mystery,Comedy,Police,Shounen,",https://myanimelist.cdn-dena.com/images/anime/2/28783.jpg
"Aoyo, Kaette Koi: Tokyo Dai Kuushuu",OVA,8857,"Drama,Historical,",https://myanimelist.cdn-dena.com/images/affiliates/logo-cdjapan.png
Aozora,Type:,8858,"Music,",https://myanimelist.cdn-dena.com/images/anime/12/86387.jpg
Aozora Shoujo-tai,OVA,4990,"Action,Comedy,Military,Romance,Shounen,",https://myanimelist.cdn-dena.com/images/anime/3/20003.jpg
Apache Yakyuugun,TV,8860,"Action,Sports,School,",https://myanimelist.cdn-dena.com/images/anime/5/78281.jpg
Apartment!,ONA,7735,"Slice of Life,Comedy,",https://myanimelist.cdn-dena.com/images/anime/9/23993.jpg
Ape,Type:,8861,"Music,",https://myanimelist.cdn-dena.com/images/anime/3/85690.jpg
Apfelland Monogatari,Movie,6744,"Adventure,Historical,Drama,",https://myanimelist.cdn-dena.com/images/anime/7/11782.jpg
Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,Movie,8862,"Sports,Comedy,",https://myanimelist.cdn-dena.com/images/anime/9/59583.jpg
Appleseed,OVA,4325,"Action,Sci-Fi,Adventure,Police,Mecha,",https://myanimelist.cdn-dena.com/images/anime/6/27979.jpg
Appleseed (Movie),Movie,2710,"Action,Military,Sci-Fi,Police,Drama,Mecha,Shounen,",https://myanimelist.cdn-dena.com/images/anime/9/57231.jpg
Appleseed Alpha,Movie,2746,"Action,Adventure,Mecha,Military,Police,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/11/64775.jpg
Appleseed XIII,OVA,5445,"Action,Mecha,Military,Police,Sci-Fi,",https://myanimelist.cdn-dena.com/images/anime/5/28796.jpg
Arcade Gamer Fubuki,OVA,7973,"Action,Comedy,Ecchi,Parody,Shounen,Sports,Super Power,",https://myanimelist.cdn-dena.com/images/anime/2/5065.jpg
Arcade Gamer Fubuki Extra,Special,8424,"Action,Ecchi,Parody,Adventure,Game,Comedy,School,",https://myanimelist.cdn-dena.com/images/anime/12/23357.jpg
Arcana Famiglia,TV,5686,"Action,Harem,Romance,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/9/39495.jpg
Arcana Famiglia: Capriccio - stile Arcana Famiglia,OVA,3710,"Romance,Shoujo,",https://myanimelist.cdn-dena.com/images/anime/10/41819.jpg
Are wa Dare?,Movie,8867,"Kids,",https://myanimelist.cdn-dena.com/images/anime/9/71578.jpg
